Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Fatorda,30,GEN,45,ST,Piedade Noronha E Silva,Female,5,0.08%,Candidate Count,848861,TRUE,Upto 100,695,3%,0,41-45,4,Lost,4,1,21441,AITC,State,All India Trinamool Congress,S05,Goa,695,695,2012,0
Cumbarjua,15,GEN,47,ST,Pandurang A. Madkaikar,Male,1,1.13%,Candidate Count,848861,TRUE,1001-2000,9556,48%,1,46-50,1,Won,1,1,19817,INC,National,Indian National Congress,S05,Goa,9556,7981,2012,"1,575"
Cortalim,27,GEN,48,ST,Caitan Xavier,Male,1,0.40%,Candidate Count,848861,TRUE,Upto 100,3393,17%,0,46-50,4,Lost,4,1,20422,INC,National,Indian National Congress,S05,Goa,3393,3393,2012,0
Sanvordem,38,GEN,53,ST,Ganesh Chandru Gaonkar,Male,1,1.25%,Candidate Count,848861,TRUE,2001-5000,10585,45%,1,51-60,1,Won,1,1,23344,BJP,National,Bharatiya Janata Party,S05,Goa,10585,8294,2012,"2,291"
Canacona,40,GEN,44,ST,Ramesh Bombo Tawadkar,Male,2,1.69%,Candidate Count,848861,TRUE,2001-5000,14328,54%,1,41-45,1,Won,1,1,26589,BJP,National,Bharatiya Janata Party,S05,Goa,14328,11624,2012,"2,704"
Sanvordem,38,GEN,34,ST,Prashant Budho Gaonkar,Male,3,0.04%,Candidate Count,848861,TRUE,Upto 100,309,1%,0,31-35,5,Lost,5,1,23344,CPM,National,Communist Party of India  (Marxist),S05,Goa,309,309,2012,0
Quepem,36,GEN,35,ST,Prakash Arjun Velip,Male,2,0.53%,Candidate Count,848861,TRUE,Upto 100,4536,18%,0,31-35,3,Lost,3,1,24861,MAG,State,Maharashtrawadi Gomantak,S05,Goa,4536,4536,2012,0
Sanguem,39,GEN,35,ST,Sudesh N. Gaonkar,Male,5,0.01%,Candidate Count,848861,TRUE,Upto 100,98,0%,0,31-35,7,Lost,7,1,21501,SP,State,Samajwadi Party,S05,Goa,98,98,2012,0
Pernem,2,SC,58,SC,Manohar Trimbak Ajgaoankar,Male,1,0.95%,Candidate Count,848861,TRUE,Upto 100,8053,31%,0,51-60,2,Lost,2,1,25890,INC,National,Indian National Congress,S05,Goa,8053,8053,2012,0
Pernem,2,SC,56,SC,Rajendra Arlekar,Male,2,1.93%,Candidate Count,848861,TRUE,5001-10000,16406,63%,1,51-60,1,Won,1,1,25890,BJP,National,Bharatiya Janata Party,S05,Goa,16406,8053,2012,"8,353"
Pernem,2,SC,37,SC,Kanta Sabaji Jadhav,Male,3,0.02%,Candidate Count,848861,TRUE,Upto 100,151,1%,0,36-40,5,Lost,5,1,25890,AITC,State,All India Trinamool Congress,S05,Goa,151,151,2012,0
Pernem,2,SC,68,SC,Manohar Rajaram Pednekar,Male,4,0.01%,Candidate Count,848861,TRUE,Upto 100,96,0%,0,61-70,6,Lost,6,1,25890,SJP(R),Unrecognised,Samajwadi Janata Party (Rashtriya),S05,Goa,96,96,2012,0
Pernem,2,SC,38,SC,Santosh Shankar Mandrekar,Male,5,0.01%,Candidate Count,848861,TRUE,Upto 100,50,0%,0,36-40,9,Lost,9,1,25890,UGDP,Unrecognised,United Goans Democratic Party,S05,Goa,50,50,2012,0
Pernem,2,SC,35,SC,Shyam Bablo Amonkar,Male,6,0.01%,Candidate Count,848861,TRUE,Upto 100,57,0%,0,31-35,8,Lost,8,1,25890,RPI(A),Unrecognised,Republican Party of India (A),S05,Goa,57,57,2012,0
Pernem,2,SC,36,SC,Rajan Kambli,Male,7,0.01%,Candidate Count,848861,TRUE,Upto 100,61,0%,0,36-40,7,Lost,7,1,25890,IND,Independent,Independent,S05,Goa,61,61,2012,0
Pernem,2,SC,61,SC,Sakharam Vishram Korgaonkar,Male,8,0.02%,Candidate Count,848861,TRUE,Upto 100,192,1%,0,61-70,4,Lost,4,1,25890,IND,Independent,Independent,S05,Goa,192,192,2012,0
Pernem,2,SC,37,SC,Subhash Barkelo Kerkar,Male,9,0.10%,Candidate Count,848861,TRUE,Upto 100,824,3%,0,36-40,3,Lost,3,1,25890,IND,Independent,Independent,S05,Goa,824,824,2012,0
Cortalim,27,GEN,64,GEN,Alina Saldanha,Female,1,0.62%,Candidate Count,916216,TRUE,101-1000,5666,24%,1,61-70,1,Won,1,1,23486,BJP,National,Bharatiya Janata Party,S05,Goa,5666,5148,2017,518
Sanguem,39,GEN,32,GEN,Rakhi Naik,Female,1,0.01%,Candidate Count,916216,TRUE,Upto 100,125,1%,0,31-35,9,Lost,9,1,22683,NCP,National,Nationalist Congress Party,S05,Goa,125,125,2017,0
Taleigao,12,GEN,46,GEN,Jennifer Monserrate,Female,2,1.26%,Candidate Count,916216,TRUE,2001-5000,11534,51%,1,46-50,1,Won,1,1,22556,INC,National,Indian National Congress,S05,Goa,11534,8679,2017,"2,855"
Sanguem,39,GEN,37,GEN,Savitri Kavlekar,Female,2,0.63%,Candidate Count,916216,TRUE,Upto 100,5736,25%,0,36-40,3,Lost,3,1,22683,INC,National,Indian National Congress,S05,Goa,5736,5736,2017,0
Marcaim,23,GEN,40,GEN,Urmila Alias Vindiksha Vinod Naik,Female,3,0.14%,Candidate Count,916216,TRUE,Upto 100,1259,5%,0,36-40,3,Lost,3,1,23356,INC,National,Indian National Congress,S05,Goa,1259,1259,2017,0
Taleigao,12,GEN,34,GEN,Cecille Rodrigues,Female,3,0.22%,Candidate Count,916216,TRUE,Upto 100,1976,9%,0,31-35,3,Lost,3,1,22556,AAAP,State,Aam Aadmi Party,S05,Goa,1976,1976,2017,0
Cortalim,27,GEN,41,GEN,Suman Sharma,Female,3,0.01%,Candidate Count,916216,TRUE,Upto 100,75,0%,0,41-45,10,Lost,10,1,23486,MAG,State,Maharashtrawadi Gomantak,S05,Goa,75,75,2017,0
Aldona,10,GEN,49,GEN,Rosy Ursula D'Souza,Female,5,0.36%,Candidate Count,916216,TRUE,Upto 100,3272,15%,0,46-50,3,Lost,3,1,21606,AAAP,State,Aam Aadmi Party,S05,Goa,3272,3272,2017,0
Benaulim,32,GEN,37,GEN,Royla Clarina Fernandes,Female,5,0.46%,Candidate Count,916216,TRUE,Upto 100,4182,20%,0,36-40,2,Lost,2,1,21314,AAAP,State,Aam Aadmi Party,S05,Goa,4182,4182,2017,0
Mapusa,5,GEN,33,GEN,Shraddha Khalap,Female,6,0.25%,Candidate Count,916216,TRUE,Upto 100,2321,10%,0,31-35,4,Lost,4,1,22764,AAAP,State,Aam Aadmi Party,S05,Goa,2321,2321,2017,0
Vasco-da-gama,25,GEN,62,GEN,Loretta Shreedharan,Female,6,0.10%,Candidate Count,916216,TRUE,Upto 100,928,4%,0,61-70,5,Lost,5,1,26099,AAAP,State,Aam Aadmi Party,S05,Goa,928,928,2017,0
Benaulim,32,GEN,48,GEN,Maria Da Luz Arlinda Gomes E Rebelo,Female,4,0.05%,Candidate Count,916216,TRUE,Upto 100,492,2%,0,46-50,6,Lost,6,1,21314,GVP,Unrecognised,Goa Vikas Party,S05,Goa,492,492,2017,0
Mapusa,5,GEN,27,GEN,Rameshwari Morajkar,Female,5,0.01%,Candidate Count,916216,TRUE,Upto 100,103,0%,0,Upto 30,8,Lost,8,1,22764,GSRP,Unrecognised,Goa Su-Raj Party,S05,Goa,103,103,2017,0
Cortalim,27,GEN,56,GEN,Nelly Rodrigues,Female,5,0.37%,Candidate Count,916216,TRUE,Upto 100,3380,14%,0,51-60,4,Lost,4,1,23486,GVP,Unrecognised,Goa Vikas Party,S05,Goa,3380,3380,2017,0
Siroda,22,GEN,39,GEN,Diya Chandrakant Shetkar,Female,5,0.02%,Candidate Count,916216,TRUE,Upto 100,140,1%,0,36-40,7,Lost,7,1,24624,IND,Independent,Independent,S05,Goa,140,140,2017,0
Mormugao,24,GEN,37,GEN,Maria Liberata Mendonca,Female,5,0.00%,Candidate Count,916216,TRUE,Upto 100,31,0%,0,36-40,7,Lost,7,1,17340,IND,Independent,Independent,S05,Goa,31,31,2017,0
St. Cruz,13,GEN,46,GEN,Helena Lourenco,Female,7,0.02%,Candidate Count,916216,TRUE,Upto 100,227,1%,0,46-50,7,Lost,7,1,22215,IND,Independent,Independent,S05,Goa,227,227,2017,0
Benaulim,32,GEN,61,GEN,Judith Aurelia Baptista Almeida Alias Judith Almeida,Female,7,0.04%,Candidate Count,916216,TRUE,Upto 100,357,2%,0,61-70,7,Lost,7,1,21314,IND,Independent,Independent,S05,Goa,357,357,2017,0
Dabolim,26,GEN,61,GEN,Tara Govind Kerkar,Female,9,0.01%,Candidate Count,916216,TRUE,Upto 100,124,1%,0,61-70,8,Lost,8,1,17473,IND,Independent,Independent,S05,Goa,124,124,2017,0
Mandrem,1,GEN,53,GEN,Dayanand Raghunath Sopte,Male,1,1.80%,Candidate Count,916216,TRUE,5001-10000,16490,59%,1,51-60,1,Won,1,1,27966,INC,National,Indian National Congress,S05,Goa,16490,9371,2017,"7,119"
Bicholim,3,GEN,50,GEN,Manohar Pandurang Shirodkar,Male,1,0.19%,Candidate Count,916216,TRUE,Upto 100,1761,8%,0,46-50,3,Lost,3,1,23306,INC,National,Indian National Congress,S05,Goa,1761,1761,2017,0
Tivim,4,GEN,42,GEN,Douglas Lawrence Sequeira,Male,1,0.03%,Candidate Count,916216,TRUE,Upto 100,275,1%,0,41-45,4,Lost,4,1,22560,NCP,National,Nationalist Congress Party,S05,Goa,275,275,2017,0
Mapusa,5,GEN,62,GEN,Francisco C. J. A. De Pinto E Souza,Male,1,1.20%,Candidate Count,916216,TRUE,5001-10000,10957,48%,1,61-70,1,Won,1,1,22764,BJP,National,Bharatiya Janata Party,S05,Goa,10957,4129,2017,"6,828"
Siolim,6,GEN,33,GEN,Abhijit Dhargalkar,Male,1,0.03%,Candidate Count,916216,TRUE,Upto 100,275,1%,0,31-35,6,Lost,6,1,23496,NCP,National,Nationalist Congress Party,S05,Goa,275,275,2017,0
Saligao,7,GEN,54,GEN,Agnelo Nicholas Fernandes,Male,1,0.18%,Candidate Count,916216,TRUE,Upto 100,1616,8%,0,51-60,3,Lost,3,1,21028,INC,National,Indian National Congress,S05,Goa,1616,1616,2017,0
Calangute,8,GEN,56,GEN,Joseph Robert Sequeira,Male,1,0.80%,Candidate Count,916216,TRUE,Upto 100,7311,36%,0,51-60,2,Lost,2,1,20084,INC,National,Indian National Congress,S05,Goa,7311,7311,2017,0
Porvorim,9,GEN,43,GEN,Guruprasad R. Pawaskar,Male,1,0.76%,Candidate Count,916216,TRUE,Upto 100,6961,35%,0,41-45,2,Lost,2,1,19656,BJP,National,Bharatiya Janata Party,S05,Goa,6961,6961,2017,0
Aldona,10,GEN,49,GEN,Amarnath Panjikar,Male,1,0.54%,Candidate Count,916216,TRUE,Upto 100,4949,23%,0,46-50,2,Lost,2,1,21606,INC,National,Indian National Congress,S05,Goa,4949,4949,2017,0
Panaji,11,GEN,50,GEN,Dominic Savio A. E. Fernandes,Male,1,0.01%,Candidate Count,916216,TRUE,Upto 100,62,0%,0,46-50,6,Lost,6,1,17339,NCP,National,Nationalist Congress Party,S05,Goa,62,62,2017,0
Taleigao,12,GEN,38,GEN,Dattaprasad Naik,Male,1,0.95%,Candidate Count,916216,TRUE,Upto 100,8679,38%,0,36-40,2,Lost,2,1,22556,BJP,National,Bharatiya Janata Party,S05,Goa,8679,8679,2017,0
St. Cruz,13,GEN,51,GEN,Antonio Caetano  Fernandes,Male,1,0.68%,Candidate Count,916216,TRUE,101-1000,6202,28%,1,51-60,1,Won,1,1,22215,INC,National,Indian National Congress,S05,Goa,6202,5560,2017,642
St. Andre,14,GEN,40,GEN,Dattaram Naguesh Chari,Male,1,0.04%,Candidate Count,916216,TRUE,Upto 100,325,2%,0,36-40,6,Lost,6,1,16554,NCP,National,Nationalist Congress Party,S05,Goa,325,325,2017,0
Maem,16,GEN,50,GEN,Pravin  Zantye,Male,1,1.36%,Candidate Count,916216,TRUE,2001-5000,12430,52%,1,46-50,1,Won,1,1,24108,BJP,National,Bharatiya Janata Party,S05,Goa,12430,7456,2017,"4,974"
Sanquelim,17,GEN,41,GEN,Dharmesh Saglani,Male,1,0.87%,Candidate Count,916216,TRUE,Upto 100,7927,33%,0,41-45,2,Lost,2,1,23700,INC,National,Indian National Congress,S05,Goa,7927,7927,2017,0
Poriem,18,GEN,78,GEN,Pratapsingh R Rane,Male,1,1.63%,Candidate Count,916216,TRUE,2001-5000,14977,54%,1,>70,1,Won,1,1,27596,INC,National,Indian National Congress,S05,Goa,14977,10911,2017,"4,066"
Valpoi,19,GEN,55,GEN,Satyavijay Subrai Naik,Male,1,0.85%,Candidate Count,916216,TRUE,Upto 100,7815,31%,0,51-60,2,Lost,2,1,25326,BJP,National,Bharatiya Janata Party,S05,Goa,7815,7815,2017,0
Marcaim,23,GEN,51,GEN,Pradeep Pundalik Shet,Male,1,0.37%,Candidate Count,916216,TRUE,Upto 100,3413,15%,0,51-60,2,Lost,2,1,23356,BJP,National,Bharatiya Janata Party,S05,Goa,3413,3413,2017,0
Mormugao,24,GEN,54,GEN,Milind Sagun Naik,Male,1,0.92%,Candidate Count,916216,TRUE,101-1000,8466,49%,1,51-60,1,Won,1,1,17340,BJP,National,Bharatiya Janata Party,S05,Goa,8466,8326,2017,140
Vasco-da-gama,25,GEN,60,GEN,Jose Filipe De Sousa,Male,1,0.46%,Candidate Count,916216,TRUE,Upto 100,4202,16%,0,51-60,3,Lost,3,1,26099,NCP,National,Nationalist Congress Party,S05,Goa,4202,4202,2017,0
Dabolim,26,GEN,53,GEN,Francisco Jose Nunes,Male,1,0.30%,Candidate Count,916216,TRUE,Upto 100,2752,16%,0,51-60,3,Lost,3,1,17473,INC,National,Indian National Congress,S05,Goa,2752,2752,2017,0
Nuvem,28,GEN,58,GEN,Vincent Rodrigues,Male,1,0.31%,Candidate Count,916216,TRUE,Upto 100,2880,13%,0,51-60,4,Lost,4,1,21447,NCP,National,Nationalist Congress Party,S05,Goa,2880,2880,2017,0
Curtorim,29,GEN,47,GEN,Aleixo Reginaldo Lourenco,Male,1,1.40%,Candidate Count,916216,TRUE,5001-10000,12841,60%,1,46-50,1,Won,1,1,21303,INC,National,Indian National Congress,S05,Goa,12841,5144,2017,"7,697"
Fatorda,30,GEN,45,GEN,Damu G. Naik,Male,1,1.00%,Candidate Count,916216,TRUE,Upto 100,9182,40%,0,41-45,2,Lost,2,1,23038,BJP,National,Bharatiya Janata Party,S05,Goa,9182,9182,2017,0
Margao,31,GEN,62,GEN,Digambar Vasant Kamat,Male,1,1.32%,Candidate Count,916216,TRUE,2001-5000,12105,54%,1,61-70,1,Won,1,1,22353,INC,National,Indian National Congress,S05,Goa,12105,7929,2017,"4,176"
Benaulim,32,GEN,67,GEN,Churchill Alemao,Male,1,1.02%,Candidate Count,916216,TRUE,5001-10000,9373,44%,1,61-70,1,Won,1,1,21314,NCP,National,Nationalist Congress Party,S05,Goa,9373,4182,2017,"5,191"
Navelim,33,GEN,65,GEN,Luizinho Faleiro,Male,1,0.89%,Candidate Count,916216,TRUE,2001-5000,8183,38%,1,61-70,1,Won,1,1,21351,INC,National,Indian National Congress,S05,Goa,8183,5705,2017,"2,478"
Cuncolim,34,GEN,46,GEN,Clafasio Dias,Male,1,0.70%,Candidate Count,916216,TRUE,Upto 100,6415,29%,1,46-50,1,Won,1,1,22440,INC,National,Indian National Congress,S05,Goa,6415,6382,2017,33
Velim,35,GEN,54,GEN,Filipe Nery Rodrigues,Male,1,1.14%,Candidate Count,916216,TRUE,5001-10000,10417,44%,1,51-60,1,Won,1,1,23527,INC,National,Indian National Congress,S05,Goa,10417,5164,2017,"5,253"
Quepem,36,GEN,45,GEN,Chandrakant (Babu) Kavlekar,Male,1,1.48%,Candidate Count,916216,TRUE,2001-5000,13525,51%,1,41-45,1,Won,1,1,26662,INC,National,Indian National Congress,S05,Goa,13525,10933,2017,"2,592"
Curchorem,37,GEN,44,GEN,Nilesh Cabral,Male,1,1.40%,Candidate Count,916216,TRUE,5001-10000,12830,59%,1,41-45,1,Won,1,1,21668,BJP,National,Bharatiya Janata Party,S05,Goa,12830,3742,2017,"9,088"
Mandrem,1,GEN,60,GEN,Laxmikant Parsekar,Male,2,1.02%,Candidate Count,916216,TRUE,Upto 100,9371,34%,0,51-60,2,Lost,2,1,27966,BJP,National,Bharatiya Janata Party,S05,Goa,9371,9371,2017,0
Tivim,4,GEN,45,GEN,Kiran Mohan Kandolkar,Male,2,1.12%,Candidate Count,916216,TRUE,Upto 100,10304,46%,0,41-45,2,Lost,2,1,22560,BJP,National,Bharatiya Janata Party,S05,Goa,10304,10304,2017,0
Mapusa,5,GEN,52,GEN,Sanjay Vithu Barde,Male,2,0.03%,Candidate Count,916216,TRUE,Upto 100,289,1%,0,51-60,7,Lost,7,1,22764,NCP,National,Nationalist Congress Party,S05,Goa,289,289,2017,0
Siolim,6,GEN,60,GEN,Dayanand Rayu Mandrekar,Male,2,0.95%,Candidate Count,916216,TRUE,Upto 100,8748,37%,0,51-60,2,Lost,2,1,23496,BJP,National,Bharatiya Janata Party,S05,Goa,8748,8748,2017,0
Saligao,7,GEN,52,GEN,Dilip Parulekar,Male,2,0.83%,Candidate Count,916216,TRUE,Upto 100,7598,36%,0,51-60,2,Lost,2,1,21028,BJP,National,Bharatiya Janata Party,S05,Goa,7598,7598,2017,0
Calangute,8,GEN,40,GEN,Michael Vincent Lobo,Male,2,1.22%,Candidate Count,916216,TRUE,2001-5000,11136,55%,1,36-40,1,Won,1,1,20084,BJP,National,Bharatiya Janata Party,S05,Goa,11136,7311,2017,"3,825"
Aldona,10,GEN,54,GEN,Glenn Souza Ticlo,Male,2,1.03%,Candidate Count,916216,TRUE,2001-5000,9405,44%,1,51-60,1,Won,1,1,21606,BJP,National,Bharatiya Janata Party,S05,Goa,9405,4949,2017,"4,456"
Panaji,11,GEN,41,GEN,Sidharth Sripad Kuncalienker,Male,2,0.86%,Candidate Count,916216,TRUE,1001-2000,7924,46%,1,41-45,1,Won,1,1,17339,BJP,National,Bharatiya Janata Party,S05,Goa,7924,6855,2017,"1,069"
St. Cruz,13,GEN,49,GEN,Hemant Dinanath Golatkar,Male,2,0.61%,Candidate Count,916216,TRUE,Upto 100,5560,25%,0,46-50,2,Lost,2,1,22215,BJP,National,Bharatiya Janata Party,S05,Goa,5560,5560,2017,0
St. Andre,14,GEN,48,GEN,Francisco Silveira,Male,2,0.88%,Candidate Count,916216,TRUE,5001-10000,8087,49%,1,46-50,1,Won,1,1,16554,INC,National,Indian National Congress,S05,Goa,8087,3017,2017,"5,070"
Cumbarjua,15,GEN,37,GEN,Xavier Fialho,Male,2,0.43%,Candidate Count,916216,TRUE,Upto 100,3961,19%,0,36-40,2,Lost,2,1,20556,INC,National,Indian National Congress,S05,Goa,3961,3961,2017,0
Maem,16,GEN,43,GEN,Santosh Kumar Sawant,Male,2,0.81%,Candidate Count,916216,TRUE,Upto 100,7456,31%,0,41-45,2,Lost,2,1,24108,INC,National,Indian National Congress,S05,Goa,7456,7456,2017,0
Sanquelim,17,GEN,43,GEN,Dr. Pramod Pandurang Sawant,Male,2,1.10%,Candidate Count,916216,TRUE,2001-5000,10058,42%,1,41-45,1,Won,1,1,23700,BJP,National,Bharatiya Janata Party,S05,Goa,10058,7927,2017,"2,131"
Ponda,21,GEN,70,GEN,Ravi Sitaram Naik,Male,2,1.04%,Candidate Count,916216,TRUE,2001-5000,9502,38%,1,61-70,1,Won,1,1,25095,INC,National,Indian National Congress,S05,Goa,9502,6492,2017,"3,010"
Siroda,22,GEN,58,GEN,Mahadev Narayan Naik,Male,2,0.69%,Candidate Count,916216,TRUE,Upto 100,6286,26%,0,51-60,2,Lost,2,1,24624,BJP,National,Bharatiya Janata Party,S05,Goa,6286,6286,2017,0
Mormugao,24,GEN,41,GEN,Sankalp Amonkar,Male,2,0.91%,Candidate Count,916216,TRUE,Upto 100,8326,48%,0,41-45,2,Lost,2,1,17340,INC,National,Indian National Congress,S05,Goa,8326,8326,2017,0
Vasco-da-gama,25,GEN,53,GEN,Jose Luis Carlos Almeida,Male,2,0.96%,Candidate Count,916216,TRUE,1001-2000,8765,34%,1,51-60,1,Won,1,1,26099,BJP,National,Bharatiya Janata Party,S05,Goa,8765,7414,2017,"1,351"
Dabolim,26,GEN,47,GEN,Kritesh Naik Gaunkar,Male,2,0.11%,Candidate Count,916216,TRUE,Upto 100,1043,6%,0,46-50,5,Lost,5,1,17473,NCP,National,Nationalist Congress Party,S05,Goa,1043,1043,2017,0
Cortalim,27,GEN,38,GEN,Gilbert Mariano Rodrigues,Male,2,0.47%,Candidate Count,916216,TRUE,Upto 100,4326,18%,0,36-40,3,Lost,3,1,23486,INC,National,Indian National Congress,S05,Goa,4326,4326,2017,0
Nuvem,28,GEN,49,GEN,Wilfred D'Sa,Male,2,1.09%,Candidate Count,916216,TRUE,5001-10000,9967,46%,1,46-50,1,Won,1,1,21447,INC,National,Indian National Congress,S05,Goa,9967,4307,2017,"5,660"
Curtorim,29,GEN,53,GEN,Arthur DSilva,Male,2,0.56%,Candidate Count,916216,TRUE,Upto 100,5144,24%,0,51-60,2,Lost,2,1,21303,BJP,National,Bharatiya Janata Party,S05,Goa,5144,5144,2017,0
Fatorda,30,GEN,41,GEN,Jose D'Silva,Male,2,0.15%,Candidate Count,916216,TRUE,Upto 100,1414,6%,0,41-45,4,Lost,4,1,23038,INC,National,Indian National Congress,S05,Goa,1414,1414,2017,0
Benaulim,32,GEN,45,GEN,Edwino Barreto,Male,2,0.24%,Candidate Count,916216,TRUE,Upto 100,2157,10%,0,41-45,4,Lost,4,1,21314,INC,National,Indian National Congress,S05,Goa,2157,2157,2017,0
Cuncolim,34,GEN,63,GEN,Subhash Alias Rajan K. Naik,Male,2,0.55%,Candidate Count,916216,TRUE,Upto 100,5047,22%,0,61-70,3,Lost,3,1,22440,BJP,National,Bharatiya Janata Party,S05,Goa,5047,5047,2017,0
Velim,35,GEN,47,GEN,Frederick Borges,Male,2,0.01%,Candidate Count,916216,TRUE,Upto 100,108,0%,0,46-50,10,Lost,10,1,23527,NCP,National,Nationalist Congress Party,S05,Goa,108,108,2017,0
Quepem,36,GEN,63,GEN,Prakash Shankar Velip,Male,2,1.19%,Candidate Count,916216,TRUE,Upto 100,10933,41%,0,61-70,2,Lost,2,1,26662,BJP,National,Bharatiya Janata Party,S05,Goa,10933,10933,2017,0
Curchorem,37,GEN,68,GEN,Rosario Mariano Fernandes,Male,2,0.30%,Candidate Count,916216,TRUE,Upto 100,2778,13%,0,61-70,3,Lost,3,1,21668,INC,National,Indian National Congress,S05,Goa,2778,2778,2017,0
Canacona,40,GEN,65,GEN,Isidore Aleixinho Fernandes,Male,2,1.18%,Candidate Count,916216,TRUE,2001-5000,10853,38%,1,61-70,1,Won,1,1,28489,INC,National,Indian National Congress,S05,Goa,10853,8745,2017,"2,108"
Mandrem,1,GEN,49,GEN,Rajendra M. Satelkar,Male,3,0.03%,Candidate Count,916216,TRUE,Upto 100,234,1%,0,46-50,6,Lost,6,1,27966,NCP,National,Nationalist Congress Party,S05,Goa,234,234,2017,0
Bicholim,3,GEN,53,GEN,Rajesh Patnekar,Male,3,1.16%,Candidate Count,916216,TRUE,101-1000,10654,46%,1,51-60,1,Won,1,1,23306,BJP,National,Bharatiya Janata Party,S05,Goa,10654,9988,2017,666
Tivim,4,GEN,54,GEN,Nilkanth Ramnath Halarnkar,Male,3,1.21%,Candidate Count,916216,TRUE,101-1000,11099,49%,1,51-60,1,Won,1,1,22560,INC,National,Indian National Congress,S05,Goa,11099,10304,2017,795
